,0,1,2,3,4,5,6
250,5807,sylvia's marriage: a nove,"Sinclair, Upton",56,572,alvondown vicarage. a nov,Regina Maria ROCHE
251,47697,odette's marriage: a nove,"Delpit, Albert",56,572,alvondown vicarage. a nov,Regina Maria ROCHE
252,5964,love's pilgrimage: a nove,"Sinclair, Upton",56,572,alvondown vicarage. a nov,Regina Maria ROCHE
253,25500,"a london life, and other ","James, Henry",56,572,alvondown vicarage. a nov,Regina Maria ROCHE
254,18289,diario de un viage a la c,"Lozano, Pedro",52,572,alvondown vicarage. a nov,Regina Maria ROCHE
255,42113,"the first capture; or, ha","Castlemon, Harry",72,573,"the discarded son; or, ha",Regina Maria ROCHE
256,21608,"the dawn of reason; or, m","Weir, James, Jr.",68,573,"the discarded son; or, ha",Regina Maria ROCHE
257,24577,"the hindered hand; or, th","Griggs, Sutton E. (Sutton Elbert)",68,573,"the discarded son; or, ha",Regina Maria ROCHE
258,39833,"the old pincushion; or, a","Molesworth, Mrs.",68,573,"the discarded son; or, ha",Regina Maria ROCHE
259,45853,"the lenape stone: or, the","Mercer, H. C.",64,573,"the discarded son; or, ha",Regina Maria ROCHE
260,595,"the sisters' tragedy, wit","Aldrich, Thomas Bailey",72,839,"the sister; a tale, in tw",Elizabeth LEFANU
261,23730,the promise: a tale of th,"Hendryx, James B. (James Beardsley)",68,839,"the sister; a tale, in tw",Elizabeth LEFANU
262,29629,the destroyer: a tale of ,"Stevenson, Burton Egbert",68,839,"the sister; a tale, in tw",Elizabeth LEFANU
263,21482,the settlers: a tale of v,"Kingston, William Henry Giles",68,839,"the sister; a tale, in tw",Elizabeth LEFANU
264,9981,the spenders: a tale of t,"Wilson, Harry Leon",68,839,"the sister; a tale, in tw",Elizabeth LEFANU
265,11603,the house of cobwebs and ,"Gissing, George",80,850,the houses of osma and al,Regina Maria ROCHE
266,12441,the house of a thousand c,"Nicholson, Meredith",76,850,the houses of osma and al,Regina Maria ROCHE
267,13322,the tongues of toil and o,"Barnard, William Francis",72,850,the houses of osma and al,Regina Maria ROCHE
268,12651,the humour of homer and o,"Butler, Samuel",72,850,the houses of osma and al,Regina Maria ROCHE
269,41283,the heroes of asgard: tal,"Keary, Eliza",72,850,the houses of osma and al,Regina Maria ROCHE
270,43222,"the lyon in mourning, vol","Forbes, Robert",68,899,the passions. in four vol,Charlotte DACRE
271,17263,the astonishing history o,"Quiller-Couch, Arthur",64,899,the passions. in four vol,Charlotte DACRE
272,47592,"the ladies lindores, vol.","Oliphant, Mrs. (Margaret)",64,899,the passions. in four vol,Charlotte DACRE
273,47591,"the ladies lindores, vol.","Oliphant, Mrs. (Margaret)",64,899,the passions. in four vol,Charlotte DACRE
274,47593,"the ladies lindores, vol.","Oliphant, Mrs. (Margaret)",64,899,the passions. in four vol,Charlotte DACRE
275,2046,"clotel; or, the president","Brown, William Wells",68,984,"magdalen; or, the peniten",Elizabeth HELME
276,32021,"island life; or, the phen","Wallace, Alfred Russel",68,984,"magdalen; or, the peniten",Elizabeth HELME
277,6012,"charlemont; or, the pride","Simms, William Gilmore",68,984,"magdalen; or, the peniten",Elizabeth HELME
278,8880,"satanstoe; or, the little","Cooper, James Fenimore",64,984,"magdalen; or, the peniten",Elizabeth HELME
279,6352,"dora deane; or, the east ","Holmes, Mary Jane",64,984,"magdalen; or, the peniten",Elizabeth HELME
280,51312,jeanne de constantinople:,"Glay, Edward le",64,1055,"jane de dunstanville; or,",Isabella KELLY
281,34792,"where duty called; or, in","Browne, George Waldo",60,1055,"jane de dunstanville; or,",Isabella KELLY
282,36826,le barbier de séville; ou,"Beaumarchais, Pierre Augustin Caron de",60,1055,"jane de dunstanville; or,",Isabella KELLY
283,16676,"eveline mandeville: or, t","Addison, Alvin",56,1055,"jane de dunstanville; or,",Isabella KELLY
284,44680,"jungle and stream; or, th","Fenn, George Manville",56,1055,"jane de dunstanville; or,",Isabella KELLY
285,33607,the mother of st. nichola,"Balfour, Grant",80,1068,the monastery of st. colu,Regina Maria ROCHE
286,2195,the master of mrs. chilve,"Jerome, Jerome K. (Jerome Klapka)",76,1068,the monastery of st. colu,Regina Maria ROCHE
287,42807,the mystery of the claspe,"Boothby, Guy",72,1068,the monastery of st. colu,Regina Maria ROCHE
288,10067,the mystery of the boule ,"Stevenson, Burton Egbert",72,1068,the monastery of st. colu,Regina Maria ROCHE
289,50209,the mystery of the sycamo,"Wells, Carolyn",72,1068,the monastery of st. colu,Regina Maria ROCHE
290,39178,"""der tag""; or, the tragic","Barrie, J. M. (James Matthew)",68,1113,"modern times; or, the age",Elizabeth HELME
291,23683,"bertie's home; or, the wa","Leslie, Madeline",68,1113,"modern times; or, the age",Elizabeth HELME
292,51145,"asmodeus; or, the devil o","Sage, Alain-René le",64,1113,"modern times; or, the age",Elizabeth HELME
293,21475,"peter trawl; or, the adve","Kingston, William Henry Giles",64,1113,"modern times; or, the age",Elizabeth HELME
294,4235,"dynevor terrace; or, the ","Yonge, Charlotte M. (Charlotte Mary)",64,1113,"modern times; or, the age",Elizabeth HELME
295,4617,"woman's trials; or, tales","Arthur, T. S. (Timothy Shay)",60,1130,"london tales; or, reflect",Mrs ROCHE
296,12169,"sakoontala; or, the lost ",Kalidasa,60,1130,"london tales; or, reflect",Mrs ROCHE
297,9377,"london pride, or, when th","Braddon, M. E. (Mary Elizabeth)",60,1130,"london tales; or, reflect",Mrs ROCHE
298,28112,"alonzo and melissa; or, t","Mitchell, I. (Isaac)",60,1130,"london tales; or, reflect",Mrs ROCHE
299,14239,golden steps to respectab,"Austin, John Mather",60,1130,"london tales; or, reflect",Mrs ROCHE
300,26358,eastern tales by many sto,,60,1131,plain tales. by mrs. roch,Mrs ROCHE
301,47814,a diary kept by mrs. r. c,"Germon, Maria Vincent",60,1131,plain tales. by mrs. roch,Mrs ROCHE
302,1858,plain tales from the hill,"Kipling, Rudyard",60,1131,plain tales. by mrs. roch,Mrs ROCHE
303,42839,popular tales: scaramouch,"Guizot, Madame (Elisabeth Charlotte Pauline)",60,1131,plain tales. by mrs. roch,Mrs ROCHE
304,2538,poems and tales from roma,"Sumanaru, Simona",56,1131,plain tales. by mrs. roch,Mrs ROCHE
305,9196,"the clockmaker; or, the s","Haliburton, Thomas Chandler",68,1132,"trecothick bower; or, the",Regina Maria ROCHE
306,34916,"the chainbearer; or, the ","Cooper, James Fenimore",68,1132,"trecothick bower; or, the",Regina Maria ROCHE
307,7940,"the native born; or, the ","Wylie, I. A. R. (Ida Alexa Ross)",68,1132,"trecothick bower; or, the",Regina Maria ROCHE
308,33341,"secret power; or, the sec","Moody, Dwight Lyman",68,1132,"trecothick bower; or, the",Regina Maria ROCHE
309,23773,"the coming wave; or, the ","Optic, Oliver",68,1132,"trecothick bower; or, the",Regina Maria ROCHE
310,3606,"antonina; or, the fall of","Collins, Wilkie",60,1183,"anna; or, edinburgh. a no",Mrs ROCHE
311,39203,an edinburgh eleven: penc,"Barrie, J. M. (James Matthew)",60,1183,"anna; or, edinburgh. a no",Mrs ROCHE
312,49548,Walks near Edinburgh,"Warrender, Margaret",58,1183,"anna; or, edinburgh. a no",Mrs ROCHE
313,17303,chambers's edinburgh jour,Various,56,1183,"anna; or, edinburgh. a no",Mrs ROCHE
314,20745,"an outcast; or, virtue an","Adams, F. Colburn (Francis Colburn)",56,1183,"anna; or, edinburgh. a no",Mrs ROCHE
315,7410,the minister's charge; or,"Howells, William Dean",68,1504,the munster cottage boy. ,Regina Maria ROCHE
316,10067,the mystery of the boule ,"Stevenson, Burton Egbert",68,1504,the munster cottage boy. ,Regina Maria ROCHE
317,13069,the minister and the boy:,"Hoben, Allan",68,1504,the munster cottage boy. ,Regina Maria ROCHE
318,9657,the mutineers: a tale of ,"Hawes, Charles Boardman",64,1504,the munster cottage boy. ,Regina Maria ROCHE
319,17690,the master of appleby: a ,"Lynde, Francis",64,1504,the munster cottage boy. ,Regina Maria ROCHE
320,41830,the spell of flanders: an,"Vose, Edward Neville",72,1515,the spectre of lanmere ab,Sarah Scudgell WILKINSON
321,41105,the secret of charlotte b,"Macdonald, Frederika",72,1515,the spectre of lanmere ab,Sarah Scudgell WILKINSON
322,36335,the secret of lonesome co,"Adams, Samuel Hopkins",72,1515,the spectre of lanmere ab,Sarah Scudgell WILKINSON
323,8856,the secrets of the great ,"McCabe, James Dabney",68,1515,the spectre of lanmere ab,Sarah Scudgell WILKINSON
324,45522,the gospel of slavery: a ,"Gray, Iron",68,1515,the spectre of lanmere ab,Sarah Scudgell WILKINSON
325,41828,"general bounce; or, the l","Whyte-Melville, G. J. (George John)",68,1564,"gretna green; or, the elo",Hannah Maria JONES
326,7387,"grisly grisell; or, the l","Yonge, Charlotte M. (Charlotte Mary)",68,1564,"gretna green; or, the elo",Hannah Maria JONES
327,38307,"great hike; or, the pride","Douglas, Alan, Captain",68,1564,"gretna green; or, the elo",Hannah Maria JONES
328,6681,"sganarelle, or, the self-",Molière,68,1564,"gretna green; or, the elo",Hannah Maria JONES
329,42324,"frankenstein; or, the mod","Shelley, Mary Wollstonecraft",64,1564,"gretna green; or, the elo",Hannah Maria JONES
330,44538,armour in england: from t,"Farquharson, V. A.",64,1658,a new-england tale. from ,Catharine Maria SEDGWICK
331,39361,old new zealand: a tale o,"Maning, Frederick Edward",64,1658,a new-england tale. from ,Catharine Maria SEDGWICK
332,2293,"a new england girlhood, o","Larcom, Lucy",64,1658,a new-england tale. from ,Catharine Maria SEDGWICK
333,17171,new england salmon hatche,Various,60,1658,a new-england tale. from ,Catharine Maria SEDGWICK
334,34315,two new meadow mice from ,"Hall, E. Raymond (Eugene Raymond)",60,1658,a new-england tale. from ,Catharine Maria SEDGWICK
335,26133,"trial of duncan terig, al","Scott, Walter",64,1743,bridal of dunamore; and l,Regina Maria ROCHE
336,12640,Trial of Mary Blandy,,62,1743,bridal of dunamore; and l,Regina Maria ROCHE
337,21027,the trial of charles rand,,60,1743,bridal of dunamore; and l,Regina Maria ROCHE
338,29245,a breath of prairie and o,"Lillibridge, Will",60,1743,bridal of dunamore; and l,Regina Maria ROCHE
339,31272,Threads of Grey and Gold,"Reed, Myrtle",57,1743,bridal of dunamore; and l,Regina Maria ROCHE
340,49580,"wallace: or, the life and","Minstrel, Henry the",80,1747,"valperga: or, the life an",Mary Wollstonecraft SHELLEY
341,45531,narrative of the life and,"Butler, Robert",68,1747,"valperga: or, the life an",Mary Wollstonecraft SHELLEY
342,15398,narrative of the life and,"Bibb, Henry",68,1747,"valperga: or, the life an",Mary Wollstonecraft SHELLEY
343,37704,an oration on the life an,"Ingersoll, Robert Green",68,1747,"valperga: or, the life an",Mary Wollstonecraft SHELLEY
344,43506,narrative of the life and,"Cuffe, Paul",68,1747,"valperga: or, the life an",Mary Wollstonecraft SHELLEY
345,39548,the forged note: a romanc,"Micheaux, Oscar",72,1815,"the forged note: or, juli",Hannah Maria JONES
346,33470,the forge in the forest: ,"Roberts, Charles G. D., Sir",68,1815,"the forged note: or, juli",Hannah Maria JONES
347,10997,"the world of waters: or, ","Osborne, David, Mrs. (Fanny)",68,1815,"the forged note: or, juli",Hannah Maria JONES
348,49438,the fourteenth of july an,"Rolland, Romain",64,1815,"the forged note: or, juli",Hannah Maria JONES
349,26233,the indifference of julie,"Richmond, Grace S. (Grace Smith)",64,1815,"the forged note: or, juli",Hannah Maria JONES
350,6947,"the rangers; or, the tory","Thompson, Daniel P. (Daniel Pierce)",80,1816,"the gamblers; or, the tre",Hannah Maria JONES
351,32061,"the daltons; or, three ro","Lever, Charles James",72,1816,"the gamblers; or, the tre",Hannah Maria JONES
352,28663,"the ranger; or, the fugit","Ellis, Edward Sylvester",72,1816,"the gamblers; or, the tre",Hannah Maria JONES
353,4672,the galleries of the expo,"Neuhaus, Eugen",72,1816,"the gamblers; or, the tre",Hannah Maria JONES
354,28179,"the inglises; or, how the","Robertson, Margaret M. (Margaret Murray)",72,1816,"the gamblers; or, the tre",Hannah Maria JONES
355,22343,the wedding ring: a serie,"Talmage, T. De Witt (Thomas De Witt)",76,1817,the wedding ring; or marr,Hannah Maria JONES
356,11957,"the wing-and-wing; or, le","Cooper, James Fenimore",64,1817,the wedding ring; or marr,Hannah Maria JONES
357,16560,"the diving bell; or, pear","Woodworth, Francis C. (Francis Channing)",64,1817,the wedding ring; or marr,Hannah Maria JONES
358,14119,"the white riband; or, a y","Jesse, F. Tennyson (Fryniwyd Tennyson)",64,1817,the wedding ring; or marr,Hannah Maria JONES
359,6997,the winning of barbara wo,"Wright, Harold Bell",64,1817,the wedding ring; or marr,Hannah Maria JONES
360,19422,the organization of the c,"Schmucker, B. M. (Beale Melanchthon)",80,1840,the tradition of the cast,Regina Maria ROCHE
361,20917,the cultivation of the na,"Husmann, George",76,1840,the tradition of the cast,Regina Maria ROCHE
362,27224,the writing of the short ,"Smith, Lewis Worthington",76,1840,the tradition of the cast,Regina Maria ROCHE
363,17748,the extermination of the ,"Hornaday, William T. (William Temple)",76,1840,the tradition of the cast,Regina Maria ROCHE
364,43691,the history of the catnac,"Hindley, Charles",72,1840,the tradition of the cast,Regina Maria ROCHE
365,42596,the last call: a romance ,"Dowling, Richard",72,1929,the castle chapel. a roma,Regina Maria ROCHE
366,42597,the last call: a romance ,"Dowling, Richard",72,1929,the castle chapel. a roma,Regina Maria ROCHE
367,42595,the last call: a romance ,"Dowling, Richard",72,1929,the castle chapel. a roma,Regina Maria ROCHE
368,34892,castle hohenwald: a roman,"Streckfuss, Adolf",68,1929,the castle chapel. a roma,Regina Maria ROCHE
369,37623,the countess cosel: a rom,"Kraszewski, Józef Ignacy",68,1929,the castle chapel. a roma,Regina Maria ROCHE
370,16500,more translations from th,,68,1980,edward. translated from t,"Claire Louise Rose Bonne, Duchesse de DURAS"
371,15612,genesis a: translated fro,,68,1980,edward. translated from t,"Claire Louise Rose Bonne, Duchesse de DURAS"
372,27068,the dead command: from th,"Blasco Ibáñez, Vicente",60,1980,edward. translated from t,"Claire Louise Rose Bonne, Duchesse de DURAS"
373,9219,edward fane's rosebud (fr,"Hawthorne, Nathaniel",60,1980,edward. translated from t,"Claire Louise Rose Bonne, Duchesse de DURAS"
374,48950,english translations from,"Foster, Finley Melville Kendall",60,1980,edward. translated from t,"Claire Louise Rose Bonne, Duchesse de DURAS"
375,32545,the haunters of the silen,"Roberts, Charles G. D., Sir",80,2074,the strangers of the glen,Hannah Maria JONES
376,27463,the wonders of the jungle,"Ghosh, Sarath Kumar",76,2074,the strangers of the glen,Hannah Maria JONES
377,26637,the mystery of the green ,"Le Queux, William",76,2074,the strangers of the glen,Hannah Maria JONES
378,24852,the wonders of the jungle,"Ghosh, Sarath Kumar",76,2074,the strangers of the glen,Hannah Maria JONES
379,12532,the shades of the wildern,"Altsheler, Joseph A. (Joseph Alexander)",76,2074,the strangers of the glen,Hannah Maria JONES
380,41712,connie morgan in the lumb,"Hendryx, James B. (James Beardsley)",64,2172,contrast. in three volume,Regina Maria ROCHE
381,28645,Lost in the Future,"Peterson, John Victor",60,2172,contrast. in three volume,Regina Maria ROCHE
382,40628,the iron ration: three ye,"Schreiner, George Abel",60,2172,contrast. in three volume,Regina Maria ROCHE
383,32084,frontier boys in the sout,"Roosevelt, Wyn",60,2172,contrast. in three volume,Regina Maria ROCHE
384,35341,literature in the element,"MacClintock, Porter Lander",60,2172,contrast. in three volume,Regina Maria ROCHE
385,36860,"the plébiscite; or, a mil",Erckmann-Chatrian,64,2177,"hope leslie; or, early ti",Catharine Maria SEDGWICK
386,36461,"the female soldier; or, t",Anonymous,64,2177,"hope leslie; or, early ti",Catharine Maria SEDGWICK
387,1541,the life of henry the eig,"Shakespeare, William",60,2177,"hope leslie; or, early ti",Catharine Maria SEDGWICK
388,15606,the life of the truly emi,"Burigny, M. de (Jean Lévesque)",60,2177,"hope leslie; or, early ti",Catharine Maria SEDGWICK
389,13777,the siege of kimberley: i,"Phelan, T.",60,2177,"hope leslie; or, early ti",Catharine Maria SEDGWICK
390,37908,"adeline mowbray; or, the ","Opie, Amelia",68,2241,"emily moreland; or, the m",Hannah Maria JONES
391,37514,"jemima placid; or, the ad","Kilner, Mary Ann",68,2241,"emily moreland; or, the m",Hannah Maria JONES
392,23190,"mary liddiard; or, the mi","Kingston, William Henry Giles",68,2241,"emily moreland; or, the m",Hannah Maria JONES
393,2182,"the marble faun; or, the ","Hawthorne, Nathaniel",68,2241,"emily moreland; or, the m",Hannah Maria JONES
394,2181,"the marble faun; or, the ","Hawthorne, Nathaniel",68,2241,"emily moreland; or, the m",Hannah Maria JONES
395,35537,do the dead return? a tru,Anonymous,60,214,who's the murderer? or th,Eleanor SLEATH
396,1016,on the improvement of the,"Spinoza, Benedictus de",60,214,who's the murderer? or th,Eleanor SLEATH
397,49699,"the merry andrew: or, the",Anonymous,60,214,who's the murderer? or th,Eleanor SLEATH
398,47231,who was the commander at ,"Swett, Samuel",60,214,who's the murderer? or th,Eleanor SLEATH
399,21378,"yussuf the guide; or, the","Fenn, George Manville",60,214,who's the murderer? or th,Eleanor SLEATH
400,36234,"the stolen heiress; or, t","Centlivre, Susanna",88,765,"the bristol heiress; or, ",Eleanor SLEATH
401,21955,"the secret wireless; or, ","Theiss, Lewis E. (Lewis Edwin)",72,765,"the bristol heiress; or, ",Eleanor SLEATH
402,23128,"the king's esquires; or, ","Fenn, George Manville",72,765,"the bristol heiress; or, ",Eleanor SLEATH
403,39118,"the christian creed; or, ","Besant, Annie",68,765,"the bristol heiress; or, ",Eleanor SLEATH
404,33221,"father brighthopes; or, a","Trowbridge, J. T. (John Townsend)",68,765,"the bristol heiress; or, ",Eleanor SLEATH
405,40255,the cultural history of m,"Watkins, C. Malcolm",68,856,the nocturnal minstrel; o,Eleanor SLEATH
406,30344,the fortunate mistress (p,"Defoe, Daniel",68,856,the nocturnal minstrel; o,Eleanor SLEATH
407,24588,the natural history of ch,"Quélus, D.",68,856,the nocturnal minstrel; o,Eleanor SLEATH
408,47390,the natural history of th,"Latham, R. G. (Robert Gordon)",68,856,the nocturnal minstrel; o,Eleanor SLEATH
409,20933,the natural history of se,"White, Gilbert",68,856,the nocturnal minstrel; o,Eleanor SLEATH
410,34813,caravans by night: a roma,"Hervey, Harry",60,942,pyrenean banditti. a roma,Eleanor SLEATH
411,942,green mansions: a romance,"Hudson, W. H. (William Henry)",60,942,pyrenean banditti. a roma,Eleanor SLEATH
412,37169,ariadne in mantua: a roma,"Lee, Vernon",60,942,pyrenean banditti. a roma,Eleanor SLEATH
413,16143,A Man and a Woman,"Waterloo, Stanley",57,942,pyrenean banditti. a roma,Eleanor SLEATH
414,26410,peak's island: a romance ,"Piper, Anna W. Ford",56,942,pyrenean banditti. a roma,Eleanor SLEATH
415,42436,amelia calani ed altri sc,"Guerrazzi, Francesco Domenico",64,240,amelia mansfield. transla,Sophie Ristaud COTTIN
416,19754,debit and credit: transla,"Freytag, Gustav",60,240,amelia mansfield. transla,Sophie Ristaud COTTIN
417,51252,a plain and literal trans,"Burton, Richard F.",60,240,amelia mansfield. transla,Sophie Ristaud COTTIN
418,51775,a plain and literal trans,"Burton, Richard F.",60,240,amelia mansfield. transla,Sophie Ristaud COTTIN
419,19579,american indian fairy tal,"Larned, W. T. (William Trowbridge)",56,240,amelia mansfield. transla,Sophie Ristaud COTTIN
420,48806,fanny burney (madame d'ar,"Dobson, Austin",52,241,"malvina, by madame c****,",Sophie Ristaud COTTIN
421,49396,"germany, turkey, and arme",Anonymous,48,241,"malvina, by madame c****,",Sophie Ristaud COTTIN
422,49300,"biscayne bay, dade co., f","Perrine, Henry E.",48,241,"malvina, by madame c****,",Sophie Ristaud COTTIN
423,22384,chateaubriand et madame d,"Chateaubriand, François-René, vicomte de",48,241,"malvina, by madame c****,",Sophie Ristaud COTTIN
424,43294,les jeudis de madame char,"Pontmartin, Armand de",48,241,"malvina, by madame c****,",Sophie Ristaud COTTIN
425,8411,"forest and frontiers; or,",,64,269,"lindorf and caroline; or,",Christiane Benedicte Eugenie NAUBERT
426,47423,"vine and olive; or, young","Optic, Oliver",64,269,"lindorf and caroline; or,",Christiane Benedicte Eugenie NAUBERT
427,26172,"union and communion; or, ","Taylor, James Hudson",64,269,"lindorf and caroline; or,",Christiane Benedicte Eugenie NAUBERT
428,32234,"the lion of janina; or, t","Jókai, Mór",60,269,"lindorf and caroline; or,",Christiane Benedicte Eugenie NAUBERT
429,28326,"aladdin of london; or, lo","Pemberton, Max",60,269,"lindorf and caroline; or,",Christiane Benedicte Eugenie NAUBERT
430,14198,van toledo naar granada: ,"Dieulafoy, Jane",60,270,"walter de monbary, grand ",Christiane Benedicte Eugenie NAUBERT
431,44435,the centenary garland: be,Anonymous,60,270,"walter de monbary, grand ",Christiane Benedicte Eugenie NAUBERT
432,27000,what the moon saw: and ot,"Andersen, H. C. (Hans Christian)",60,270,"walter de monbary, grand ",Christiane Benedicte Eugenie NAUBERT
433,19305,"van toledo naar granada, ","Dieulafoy, Jane",60,270,"walter de monbary, grand ",Christiane Benedicte Eugenie NAUBERT
434,6157,"what men live by, and oth","Tolstoy, Leo, graf",60,270,"walter de monbary, grand ",Christiane Benedicte Eugenie NAUBERT
435,21507,"chums in dixie; or, the s","Rathborne, St. George",60,295,"moss cliff abbey; or, the",Mary Julia YOUNG
436,26020,"apis mellifica; or, the p","Wolf, C. W.",60,295,"moss cliff abbey; or, the",Mary Julia YOUNG
437,40980,"the life of david; or, th",Anonymous,60,295,"moss cliff abbey; or, the",Mary Julia YOUNG
438,32021,"island life; or, the phen","Wallace, Alfred Russel",60,295,"moss cliff abbey; or, the",Mary Julia YOUNG
439,13191,"the cross of berny; or, i","Gautier, Théophile",60,295,"moss cliff abbey; or, the",Mary Julia YOUNG
440,28515,the saracen: land of the ,"Shea, Robert",64,393,"the saracen, or matilda a",Sophie Ristaud COTTIN
441,14126,the marriage of william a,"Ward, Humphry, Mrs.",64,393,"the saracen, or matilda a",Sophie Ristaud COTTIN
442,14244,the romance of tristan an,"Bédier, Joseph",64,393,"the saracen, or matilda a",Sophie Ristaud COTTIN
443,29222,the prince of parthia: a ,"Godfrey, Thomas",64,393,"the saracen, or matilda a",Sophie Ristaud COTTIN
444,21180,the romance of tristan an,"Bédier, Joseph",64,393,"the saracen, or matilda a",Sophie Ristaud COTTIN
445,39176,"delusion; or, the witch o","Lee, Eliza Buckminster",76,446,"donalda; or, the witches ",Mary Julia YOUNG
446,6352,"dora deane; or, the east ","Holmes, Mary Jane",72,446,"donalda; or, the witches ",Mary Julia YOUNG
447,12169,"sakoontala; or, the lost ",Kalidasa,68,446,"donalda; or, the witches ",Mary Julia YOUNG
448,15707,"zoonomia; or, the laws of","Darwin, Erasmus",64,446,"donalda; or, the witches ",Mary Julia YOUNG
449,44827,under the witches' moon: ,"Gallizier, Nathan",64,446,"donalda; or, the witches ",Mary Julia YOUNG
450,32061,"the daltons; or, three ro","Lever, Charles James",68,496,"feudal tyrants; or, the c",Christiane Benedicte Eugenie NAUBERT
451,32062,"the daltons; or, three ro","Lever, Charles James",68,496,"feudal tyrants; or, the c",Christiane Benedicte Eugenie NAUBERT
452,18248,"lucy raymond; or, the chi","Machar, Agnes Maule",64,496,"feudal tyrants; or, the c",Christiane Benedicte Eugenie NAUBERT
453,2181,"the marble faun; or, the ","Hawthorne, Nathaniel",64,496,"feudal tyrants; or, the c",Christiane Benedicte Eugenie NAUBERT
454,1379,"a straight deal; or, the ","Wister, Owen",64,496,"feudal tyrants; or, the c",Christiane Benedicte Eugenie NAUBERT
455,29826,elisabeth; ou les exilés ,"Cottin, Madame (Sophie)",76,534,"elizabeth; or, the exiles",Sophie Ristaud COTTIN
456,26258,elizabeth hobart at exete,"Baird, Jean K. (Jean Katherine)",72,534,"elizabeth; or, the exiles",Sophie Ristaud COTTIN
457,28234,'Lizbeth of the Dale,"MacGregor, Mary Esther Miller",67,534,"elizabeth; or, the exiles",Sophie Ristaud COTTIN
458,4954,"laicus; or, the experienc","Abbott, Lyman",64,534,"elizabeth; or, the exiles",Sophie Ristaud COTTIN
459,37559,"fern vale; or, the queens","Munro, Colin",64,534,"elizabeth; or, the exiles",Sophie Ristaud COTTIN
460,24334,collected poems in two vo,"Dobson, Austin",60,626,"clara; a novel, in two vo",Sophie Ristaud COTTIN
461,36644,the coward: a novel of so,"Morford, Henry",60,626,"clara; a novel, in two vo",Sophie Ristaud COTTIN
462,29964,"clarissa: preface, hints ","Richardson, Samuel",56,626,"clara; a novel, in two vo",Sophie Ristaud COTTIN
463,1476,chance: a tale in two par,"Conrad, Joseph",56,626,"clara; a novel, in two vo",Sophie Ristaud COTTIN
464,22942,clare avery: a story of t,"Holt, Emily Sarah",56,626,"clara; a novel, in two vo",Sophie Ristaud COTTIN
465,19187,chevalier de mornac: chro,"Marmette, Joseph",68,812,"chevalier de versenai, a ",Sophie Ristaud COTTIN
466,26394,le chevalier des dames du,Dolent Fortuné,64,812,"chevalier de versenai, a ",Sophie Ristaud COTTIN
467,18028,Le chevalier d'Harmental,"Dumas, Alexandre",61,812,"chevalier de versenai, a ",Sophie Ristaud COTTIN
468,18006,le chevalier de maison-ro,"Dumas, Alexandre",60,812,"chevalier de versenai, a ",Sophie Ristaud COTTIN
469,35645,the cavaliers of virginia,"Caruthers, William Alexander",60,812,"chevalier de versenai, a ",Sophie Ristaud COTTIN
470,15317,"the baronet's bride; or, ","Fleming, May Agnes",64,2073,"rosaline woodbridge; or, ",Hannah Maria JONES
471,37908,"adeline mowbray; or, the ","Opie, Amelia",60,2073,"rosaline woodbridge; or, ",Hannah Maria JONES
472,35213,"afloat in the forest; or,","Reid, Mayne",56,2073,"rosaline woodbridge; or, ",Hannah Maria JONES
473,36461,"the female soldier; or, t",Anonymous,56,2073,"rosaline woodbridge; or, ",Hannah Maria JONES
474,35526,"cora and the doctor; or, ","Leslie, Madeline",56,2073,"rosaline woodbridge; or, ",Hannah Maria JONES
475,45716,the life of our lord in s,Anonymous,80,336,the life of a lover. in a,Sophia LEE
476,9488,the line of love; dizain ,"Cabell, James Branch",76,336,the life of a lover. in a,Sophia LEE
477,14289,the life of napoleon i (v,"Rose, J. Holland (John Holland)",72,336,the life of a lover. in a,Sophia LEE
478,42438,the rise of rail-power in,"Pratt, Edwin A.",72,336,the life of a lover. in a,Sophia LEE
479,13351,"the life of thomas, lord ","Bourne, H. R. Fox (Henry Richard Fox)",72,336,the life of a lover. in a,Sophia LEE
480,36289,"ormond; or, the secret wi","Brown, Charles Brockden",76,838,"ormond; or, the debauchee",Sophia LEE
481,36291,"ormond; or, the secret wi","Brown, Charles Brockden",76,838,"ormond; or, the debauchee",Sophia LEE
482,36290,"ormond; or, the secret wi","Brown, Charles Brockden",76,838,"ormond; or, the debauchee",Sophia LEE
483,18248,"lucy raymond; or, the chi","Machar, Agnes Maule",68,838,"ormond; or, the debauchee",Sophia LEE
484,33226,"no moss; or, the career o","Castlemon, Harry",64,838,"ormond; or, the debauchee",Sophia LEE
485,41646,"emmeline, the orphan of t","Smith, Charlotte",100,3002,"emmeline, the orphan of t","SMITH, Charlotte"
486,51502,the mentor: the ring of t,"Fink, Henry T.",64,3002,"emmeline, the orphan of t","SMITH, Charlotte"
487,49281,Seeing the Elephant,"Baker, George M. (George Melville)",64,3002,"emmeline, the orphan of t","SMITH, Charlotte"
488,14064,"mohammed, the prophet of ","Hayes, H. E. E. (Herbert Edward Elton)",64,3002,"emmeline, the orphan of t","SMITH, Charlotte"
489,32570,zeppelin: the story of a ,"Vissering, Harry",64,3002,"emmeline, the orphan of t","SMITH, Charlotte"
490,21824,the old stone house and o,"Green, Anna Katharine",76,3009,the old manor house. a no,"SMITH, Charlotte"
491,14843,the manor house of lacoll,"Lighthall, W. D. (William Douw)",72,3009,the old manor house. a no,"SMITH, Charlotte"
